word,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
hột,0,0,0,0,0,0,0,0,0,0
hư_ảo,0,0,0,0,0,0,0,0,0,0
hứa,0,0,0,0,0,0,0,0,0,0
huấn_luyện,0,0,0,0,0,0,0,0,0,0
hùng_hồn,0,0,0,0,0,0,0,0,0,0
hùng_mạnh_khác_thường,0,0,0,0,0,0,0,0,0,0
hướng_đông,0,0,0,0,0,0,0,0,0,0
hương_hồn,0,0,0,0,0,0,0,0,0,0
hướng_lên,0,0,0,0,0,0,0,0,0,0
hướng_nam,0,0,0,0,0,0,0,0,0,0
hướng_tâm,0,0,0,0,0,0,0,0,0,0
hướng_xuống,0,0,0,0,0,0,0,0,0,0
hút,0,0,0,0,0,0,0,0,0,0
hụt,0,0,0,0,0,0,0,0,0,0
hút_nước,0,0,0,0,0,0,0,0,0,0
hữu_cơ,0,0,0,0,0,0,0,0,0,0
hữu_danh,0,0,0,0,0,0,0,0,0,0
hữu_hạn,0,0,0,0,0,0,0,0,0,0
hữu_hiệu,0,0,0,0,0,0,0,0,0,0
hữu_hình,0,0,0,0,0,0,0,0,0,0
hữu_sắc,0,0,0,0,0,0,0,0,0,0
hữu_sinh,0,0,0,0,0,0,0,0,0,0
huỷ,0,0,0,0,0,0,0,0,0,0
huỷ_bỏ,0,0,0,0,0,0,0,0,0,0
huy_chương_đồng,0,0,0,0,0,0,0,0,0,0
huyền,0,0,0,0,0,0,0,0,0,0
huyện,0,0,0,0,0,0,0,0,0,0
huyền_ảo,0,0,0,0,0,0,0,0,0,0
huyền_viễn,0,0,0,0,0,0,0,0,0,0
huỳnh_quang,0,0,0,0,0,0,0,0,0,0
hydrat_hoá,0,0,0,0,0,0,0,0,0,0
hydrate_hoá,0,0,0,0,0,0,0,0,0,0
im,0,0,0,0,0,0,0,0,0,0
ing_tai,0,0,0,0,0,0,0,0,0,0
ion,0,0,0,0,0,0,0,0,0,0
ít,0,0,0,0,0,0,0,0,0,0
ít_có,0,0,0,0,0,0,0,0,0,0
ít_đòi_hỏi,0,0,0,0,0,0,0,0,0,0
ít_hơn,0,0,0,0,0,0,0,0,0,0
ít_nhất,0,0,0,0,0,0,0,0,0,0
ít_nói,0,0,0,0,0,0,0,0,0,0
ít_tầng,0,0,0,0,0,0,0,0,0,0
ít_tuổi,0,0,0,0,0,0,0,0,0,0
kê,0,0,0,0,0,0,0,0,0,0
kế,0,0,0,0,0,0,0,0,0,0
kề,0,0,0,0,0,0,0,0,0,0
kề_bên,0,0,0,0,0,0,0,0,0,0
kể_cả,0,0,0,0,0,0,0,0,0,0
kế_cận,0,0,0,0,0,0,0,0,0,0
kề_cạnh,0,0,0,0,0,0,0,0,0,0
kế_đến,0,0,0,0,0,0,0,0,0,0
kế_liền,0,0,0,0,0,0,0,0,0,0
kế_nhau,0,0,0,0,0,0,0,0,0,0
kế_nhiệm,0,0,0,0,0,0,0,0,0,0
kế_tiếp,0,0,0,0,0,0,0,0,0,0
kem,0,0,0,0,0,0,0,0,0,0
kèm,0,0,0,0,0,0,0,0,0,0
kém_phát_triển,0,0,0,0,0,0,0,0,0,0
kèm_thêm,0,0,0,0,0,0,0,0,0,0
kèm_theo,0,0,0,0,0,0,0,0,0,0
ken_cứng,0,0,0,0,0,0,0,0,0,0
kèn_túi,0,0,0,0,0,0,0,0,0,0
keo,0,0,0,0,0,0,0,0,0,0
kéo_dài,0,0,0,0,0,0,0,0,0,0
kéo_dài_ra,0,0,0,0,0,0,0,0,0,0
kép,0,0,0,0,0,0,0,0,0,0
kết_dính,0,0,0,0,0,0,0,0,0,0
kết_luận,0,0,0,0,0,0,0,0,0,0
kết_nối,0,0,0,0,0,0,0,0,0,0
kết_tinh,0,0,0,0,0,0,0,0,0,0
kết_tụ,0,0,0,0,0,0,0,0,0,0
khả_dĩ,0,0,0,0,0,0,0,0,0,0
khả_kiến,0,0,0,0,0,0,0,0,0,0
khả_lường,0,0,0,0,0,0,0,0,0,0
khá_mềm,0,0,0,0,0,0,0,0,0,0
khả_nghi,0,0,0,0,0,0,0,0,0,0
khá_nhiều,0,0,0,0,0,0,0,0,0,0
khả_phân,0,0,0,0,0,0,0,0,0,0
khả_tách,0,0,0,0,0,0,0,0,0,0
khả_thi,0,0,0,0,0,0,0,0,0,0
khả_thủ,0,0,0,0,0,0,0,0,0,0
khác,0,0,0,0,0,0,0,0,0,0
khắc,0,0,0,0,0,0,0,0,0,0
khác_gốc,0,0,0,0,0,0,0,0,0,0
khác_nhau,0,0,0,0,0,0,0,0,0,0
khác_thể,0,0,0,0,0,0,0,0,0,0
khác_trứng,0,0,0,0,0,0,0,0,0,0
khác_xa,0,0,0,0,0,0,0,0,0,0
khác_xa_kết_quả_tìm_kiếm,0,0,0,0,0,0,0,0,0,0
khách,0,0,0,0,0,0,0,0,0,0
khách_hàng,0,0,0,0,0,0,0,0,0,0
khách_quan,0,0,0,0,0,0,0,0,0,0
khan,0,0,0,0,0,0,0,0,0,0
khăn,0,0,0,0,0,0,0,0,0,0
khẩn,0,0,0,0,0,0,0,0,0,0
khăn_đống,0,0,0,0,0,0,0,0,0,0
khăn_tắm,0,0,0,0,0,0,0,0,0,0
kháng_cáo,0,0,0,0,0,0,0,0,0,0
kháng_sinh,0,0,0,0,0,0,0,0,0,0
kháng_virus,0,0,0,0,0,0,0,0,0,0
khánh_kiệt,0,0,0,0,0,0,0,0,0,0
khánh_tận,0,0,0,0,0,0,0,0,0,0
khảo_cổ,0,0,0,0,0,0,0,0,0,0
khấp_khểnh,0,0,0,0,0,0,0,0,0,0
khắp_nơi,0,0,0,0,0,0,0,0,0,0
khát,0,0,0,0,0,0,0,0,0,0
khát_máu,0,0,0,0,0,0,0,0,0,0
khát_nước,0,0,0,0,0,0,0,0,0,0
khẩu_độ,0,0,0,0,0,0,0,0,0,0
khẽ,0,0,0,0,0,0,0,0,0,0
khe_hở,0,0,0,0,0,0,0,0,0,0
khe_khẽ,0,0,0,0,0,0,0,0,0,0
khen_thưởng,0,0,0,0,0,0,0,0,0,0
khép_kín,0,0,0,0,0,0,0,0,0,0
khép_lại,0,0,0,0,0,0,0,0,0,0
khét_tiếng,0,0,0,0,0,0,0,0,0,0
khêu_gợi,0,0,0,0,0,0,0,0,0,0
khí_quyển,0,0,0,0,0,0,0,0,0,0
khía,0,0,0,0,0,0,0,0,0,0
khiếm_thị,0,0,0,0,0,0,0,0,0,0
khiêu_khích,0,0,0,0,0,0,0,0,0,0
khít,0,0,0,0,0,0,0,0,0,0
khít_nhau,0,0,0,0,0,0,0,0,0,0
khô,0,0,0,0,0,0,0,0,0,0
khổ,0,0,0,0,0,0,0,0,0,0
kho_bạc,0,0,0,0,0,0,0,0,0,0
khó_cầm,0,0,0,0,0,0,0,0,0,0
khó_cảm_thấy,0,0,0,0,0,0,0,0,0,0
khô_cạn,0,0,0,0,0,0,0,0,0,0
khó_chở,0,0,0,0,0,0,0,0,0,0
khó_có_thể,0,0,0,0,0,0,0,0,0,0
khô_cứng,0,0,0,0,0,0,0,0,0,0
khó_đoán_định,0,0,0,0,0,0,0,0,0,0
khó_giao_tiếp,0,0,0,0,0,0,0,0,0,0
khó_giữ,0,0,0,0,0,0,0,0,0,0
khó_kiểm_soát,0,0,0,0,0,0,0,0,0,0
khó_nắm,0,0,0,0,0,0,0,0,0,0
khô_nẻ,0,0,0,0,0,0,0,0,0,0
khó_nhọc,0,0,0,0,0,0,0,0,0,0
khô_nứt_nẻ,0,0,0,0,0,0,0,0,0,0
khô_nứt_ra,0,0,0,0,0,0,0,0,0,0
khó_sử_dụng,0,0,0,0,0,0,0,0,0,0
khó_vận_chuyển,0,0,0,0,0,0,0,0,0,0
kho_vũ_khí,0,0,0,0,0,0,0,0,0,0
khô_xác_ra,0,0,0,0,0,0,0,0,0,0
khoá,0,0,0,0,0,0,0,0,0,0
khóa_nòng,0,0,0,0,0,0,0,0,0,0
khoái,0,0,0,0,0,0,0,0,0,0
khoái_chí,0,0,0,0,0,0,0,0,0,0
khoái_trá,0,0,0,0,0,0,0,0,0,0
khoằm,0,0,0,0,0,0,0,0,0,0
khoan_liều,0,0,0,0,0,0,0,0,0,0
khoáng,0,0,0,0,0,0,0,0,0,0
khoảng,0,0,0,0,0,0,0,0,0,0
khoáng_đạt,0,0,0,0,0,0,0,0,0,0
khoe,0,0,0,0,0,0,0,0,0,0
khoẻ,0,0,0,0,0,0,0,0,0,0
khoẻ_hơn,0,0,0,0,0,0,0,0,0,0
khoẻ_mạnh,0,0,0,0,0,0,0,0,0,0
khoẻ_mạnh_hơn,0,0,0,0,0,0,0,0,0,0
khởi_động,0,0,0,0,0,0,0,0,0,0
khôn_cùng,0,0,0,0,0,0,0,0,0,0
khôn_kể_xiết,0,0,0,0,0,0,0,0,0,0
khôn_lanh,0,0,0,0,0,0,0,0,0,0
khôn_lường,0,0,0,0,0,0,0,0,0,0
khôn_xiết,0,0,0,0,0,0,0,0,0,0
không,0,0,0,0,0,0,0,0,0,0
không_ai_để_ý,0,0,0,0,0,0,0,0,0,0
không_ai_thấy,0,0,0,0,0,0,0,0,0,0
không_an_cư,0,0,0,0,0,0,0,0,0,0
không_âu_yếm,0,0,0,0,0,0,0,0,0,0
không_bằng_lòng,0,0,0,0,0,0,0,0,0,0
không_bao_hàm,0,0,0,0,0,0,0,0,0,0
không_bão_hoà,0,0,0,0,0,0,0,0,0,0
không_bắt_chéo,0,0,0,0,0,0,0,0,0,0
không_bắt_chước,0,0,0,0,0,0,0,0,0,0
không_bất_ngờ,0,0,0,0,0,0,0,0,0,0
không_bẻ_cong_được,0,0,0,0,0,0,0,0,0,0
không_bến_bờ,0,0,0,0,0,0,0,0,0,0
không_béo,0,0,0,0,0,0,0,0,0,0
không_bị_bác_bỏ,0,0,0,0,0,0,0,0,0,0
không_bị_biến_đổi,0,0,0,0,0,0,0,0,0,0
không_bị_cạn,0,0,0,0,0,0,0,0,0,0
không_bị_chặn_lại,0,0,0,0,0,0,0,0,0,0
không_bị_đảo,0,0,0,0,0,0,0,0,0,0
không_bị_đóng_băng,0,0,0,0,0,0,0,0,0,0
không_bị_đóng_cứng,0,0,0,0,0,0,0,0,0,0
không_bị_ép_buộc,0,0,0,0,0,0,0,0,0,0
không_bị_gián_đoạn,0,0,0,0,0,0,0,0,0,0
không_bị_khám_phá,0,0,0,0,0,0,0,0,0,0
không_bị_khuấy,0,0,0,0,0,0,0,0,0,0
không_bị_khuấy_đảo,0,0,0,0,0,0,0,0,0,0
không_bị_kiểm_soát,0,0,0,0,0,0,0,0,0,0
không_bị_lắc,0,0,0,0,0,0,0,0,0,0
không_bị_nén_lại,0,0,0,0,0,0,0,0,0,0
không_bị_ngăn_chặn,0,0,0,0,0,0,0,0,0,0
không_bị_nghẽn,0,0,0,0,0,0,0,0,0,0
không_bị_ô_uế,0,0,0,0,0,0,0,0,0,0
không_bị_phản_đối,0,0,0,0,0,0,0,0,0,0
không_bị_phát_giác,0,0,0,0,0,0,0,0,0,0
không_bị_phát_hiện,0,0,0,0,0,0,0,0,0,0
không_bị_ràng_buộc,0,0,0,0,0,0,0,0,0,0
không_bị_tắc,0,0,0,0,0,0,0,0,0,0
không_bị_thương,0,0,0,0,0,0,0,0,0,0
không_bị_trở_ngại,0,0,0,0,0,0,0,0,0,0
không_bị_trói_buộc,0,0,0,0,0,0,0,0,0,0
không_biến_điệu,0,0,0,0,0,0,0,0,0,0
không_biến_thể,0,0,0,0,0,0,0,0,0,0
không_biết_bao_nhiêu_mà_kể,0,0,0,0,0,0,0,0,0,0
không_biết_một_cách_dứt_khoát,0,0,0,0,0,0,0,0,0,0
không_biết_rõ_ràng,0,0,0,0,0,0,0,0,0,0
không_bình_thường,0,0,0,0,0,0,0,0,0,0
không_bờ_bến,0,0,0,0,0,0,0,0,0,0
không_bọc_sắt,0,0,0,0,0,0,0,0,0,0
không_bọc_thép,0,0,0,0,0,0,0,0,0,0
không_bối_rối,0,0,0,0,0,0,0,0,0,0
không_bớt,0,0,0,0,0,0,0,0,0,0
không_buông_lỏng,0,0,0,0,0,0,0,0,0,0
không_cãi_được,0,0,0,0,0,0,0,0,0,0
không_cấm_bán_rượu,0,0,0,0,0,0,0,0,0,0
không_cảm_nhận_được,0,0,0,0,0,0,0,0,0,0
không_cần_đến,0,0,0,0,0,0,0,0,0,0
không_cân_đối,0,0,0,0,0,0,0,0,0,0
không_cần_thiết,0,0,0,0,0,0,0,0,0,0
không_cân_xứng,0,0,0,0,0,0,0,0,0,0
không_căng,0,0,0,0,0,0,0,0,0,0
không_cánh,0,0,0,0,0,0,0,0,0,0
không_cành,0,0,0,0,0,0,0,0,0,0
không_cạnh_tranh,0,0,0,0,0,0,0,0,0,0
không_cập_nhật,0,0,0,0,0,0,0,0,0,0
không_cấp_trước_cho_một_người_nhất_định,0,0,0,0,0,0,0,0,0,0
không_cắt,0,0,0,0,0,0,0,0,0,0
không_chắc_chắn,0,0,0,0,0,0,0,0,0,0
không_chắc_có,0,0,0,0,0,0,0,0,0,0
không_chắc_có_thực,0,0,0,0,0,0,0,0,0,0
không_chân,0,0,0,0,0,0,0,0,0,0
không_chấp_nhận_được,0,0,0,0,0,0,0,0,0,0
không_chặt,0,0,0,0,0,0,0,0,0,0
không_chặt_chẽ,0,0,0,0,0,0,0,0,0,0
không_chê_vào_đâu_được,0,0,0,0,0,0,0,0,0,0
không_chết,0,0,0,0,0,0,0,0,0,0
không_chia_giáo_phái,0,0,0,0,0,0,0,0,0,0
không_chìm_được,0,0,0,0,0,0,0,0,0,0
không_chính_thức,0,0,0,0,0,0,0,0,0,0
không_chịu_phục_tùng,0,0,0,0,0,0,0,0,0,0
không_chịu_tuân_theo,0,0,0,0,0,0,0,0,0,0
không_chịu_vâng_lời,0,0,0,0,0,0,0,0,0,0
không_chống_lại_được,0,0,0,0,0,0,0,0,0,0
không_chủ_động,0,0,0,0,0,0,0,0,0,0
không_chủ_tâm,0,0,0,0,0,0,0,0,0,0
không_chủ_trương_cấm_rượu,0,0,0,0,0,0,0,0,0,0
không_chuẩn,0,0,0,0,0,0,0,0,0,0
không_chuẩn_bị,0,0,0,0,0,0,0,0,0,0
không_chuẩn_bị_trước,0,0,0,0,0,0,0,0,0,0
không_chút_gì,0,0,0,0,0,0,0,0,0,0
không_chút_nào,0,0,0,0,0,0,0,0,0,0
không_chuyên,0,0,0,0,0,0,0,0,0,0
không_chuyên_biệt,0,0,0,0,0,0,0,0,0,0
không_chuyển_động,0,0,0,0,0,0,0,0,0,0
không_chuyên_môn_hoá,0,0,0,0,0,0,0,0,0,0
không_chuyên_quyền,0,0,0,0,0,0,0,0,0,0
không_chuyên_sâu,0,0,0,0,0,0,0,0,0,0
không_có,0,0,0,0,0,0,0,0,0,0
không_cỡ,0,0,0,0,0,0,0,0,0,0
không_có_ai_đi_theo,0,0,0,0,0,0,0,0,0,0
không_có_áo_giáp_bảo_vệ,0,0,0,0,0,0,0,0,0,0
không_có_bản_viết_sẵn,0,0,0,0,0,0,0,0,0,0
không_có_biến_cố,0,0,0,0,0,0,0,0,0,0
không_có_biến_điệu,0,0,0,0,0,0,0,0,0,0
không_có_biến_thể,0,0,0,0,0,0,0,0,0,0
không_có_cá_tính_cá_nhân,0,0,0,0,0,0,0,0,0,0
không_có_cánh,0,0,0,0,0,0,0,0,0,0
không_có_cấu_trúc,0,0,0,0,0,0,0,0,0,0
không_có_chân,0,0,0,0,0,0,0,0,0,0
không_có_chỗ_ở_nhất_định,0,0,0,0,0,0,0,0,0,0
không_có_chủ,0,0,0,0,0,0,0,0,0,0
không_có_chướng_ngại,0,0,0,0,0,0,0,0,0,0
không_có_chuyên_môn,0,0,0,0,0,0,0,0,0,0
không_có_cỡ,0,0,0,0,0,0,0,0,0,0
không_có_có_dại,0,0,0,0,0,0,0,0,0,0
không_có_đạn,0,0,0,0,0,0,0,0,0,0
không_có_đạn_dược,0,0,0,0,0,0,0,0,0,0
không_có_dáng_quý_phái,0,0,0,0,0,0,0,0,0,0
không_có_đất_mùn,0,0,0,0,0,0,0,0,0,0
không_có_dấu,0,0,0,0,0,0,0,0,0,0
không_có_địa_chỉ,0,0,0,0,0,0,0,0,0,0
không_có_điều_kiện,0,0,0,0,0,0,0,0,0,0
không_có_động_cơ,0,0,0,0,0,0,0,0,0,0
không_có_ga,0,0,0,0,0,0,0,0,0,0
không_có_gai,0,0,0,0,0,0,0,0,0,0
không_có_gì_vây_quanh,0,0,0,0,0,0,0,0,0,0
không_có_giá_trị_pháp_lí,0,0,0,0,0,0,0,0,0,0
không_có_giăng_soi,0,0,0,0,0,0,0,0,0,0
không_có_hàm,0,0,0,0,0,0,0,0,0,0
không_có_hạt,0,0,0,0,0,0,0,0,0,0
không_có_hiệu_quả,0,0,0,0,0,0,0,0,0,0
không_có_hình,0,0,0,0,0,0,0,0,0,0
không_có_học_thức,0,0,0,0,0,0,0,0,0,0
không_có_hột,0,0,0,0,0,0,0,0,0,0
không_có_khí_giới,0,0,0,0,0,0,0,0,0,0
không_có_khiếu_thẩm_mĩ,0,0,0,0,0,0,0,0,0,0
không_có_kĩ_thuật,0,0,0,0,0,0,0,0,0,0
không_có_kịch_tính,0,0,0,0,0,0,0,0,0,0
không_có_kinh_nghiệm,0,0,0,0,0,0,0,0,0,0
không_có_liên_hệ,0,0,0,0,0,0,0,0,0,0
không_có_liên_quan,0,0,0,0,0,0,0,0,0,0
không_có_liên_từ,0,0,0,0,0,0,0,0,0,0
không_có_lông,0,0,0,0,0,0,0,0,0,0
không_có_lông_cứng,0,0,0,0,0,0,0,0,0,0
không_có_lực,0,0,0,0,0,0,0,0,0,0
không_có_mĩ_thuật,0,0,0,0,0,0,0,0,0,0
không_có_mỡ,0,0,0,0,0,0,0,0,0,0
không_có_một,0,0,0,0,0,0,0,0,0,0
không_có_mùi,0,0,0,0,0,0,0,0,0,0
không_có_mùi_thơm,0,0,0,0,0,0,0,0,0,0
không_có_nền_công_nghiệp_phát_triển,0,0,0,0,0,0,0,0,0,0
không_có_người_đi_theo,0,0,0,0,0,0,0,0,0,0
không_có_người_ở,0,0,0,0,0,0,0,0,0,0
không_có_người_thuê,0,0,0,0,0,0,0,0,0,0
không_có_nhạc_tính,0,0,0,0,0,0,0,0,0,0
không_có_nhau,0,0,0,0,0,0,0,0,0,0
không_có_nhiều_cây_cối,0,0,0,0,0,0,0,0,0,0
không_có_nước,0,0,0,0,0,0,0,0,0,0
không_có_óc_thẩm_mĩ,0,0,0,0,0,0,0,0,0,0
không_có_quan_hệ_họ_hàng,0,0,0,0,0,0,0,0,0,0
không_có_quy_tắc,0,0,0,0,0,0,0,0,0,0
không_có_sai_lầm,0,0,0,0,0,0,0,0,0,0
không_có_sai_sót,0,0,0,0,0,0,0,0,0,0
không_có_size,0,0,0,0,0,0,0,0,0,0
không_có_sức,0,0,0,0,0,0,0,0,0,0
không_có_tác_dụng,0,0,0,0,0,0,0,0,0,0
không_có_thẩm_mĩ,0,0,0,0,0,0,0,0,0,0
không_có_thẩm_quyền,0,0,0,0,0,0,0,0,0,0
không_có_thói_quen,0,0,0,0,0,0,0,0,0,0
không_có_tình,0,0,0,0,0,0,0,0,0,0
không_có_tính_cạnh_tranh,0,0,0,0,0,0,0,0,0,0
không_có_tính_chất_đại_điện,0,0,0,0,0,0,0,0,0,0
không_có_tính_chất_rõ_rệt,0,0,0,0,0,0,0,0,0,0
không_có_tính_co,0,0,0,0,0,0,0,0,0,0
không_có_tính_dẫn,0,0,0,0,0,0,0,0,0,0
không_có_tính_đua_tranh,0,0,0,0,0,0,0,0,0,0
không_có_tính_khoa_học,0,0,0,0,0,0,0,0,0,0
không_có_tính_nhạc,0,0,0,0,0,0,0,0,0,0
không_có_tính_thương_mại,0,0,0,0,0,0,0,0,0,0
không_có_tổ_chức,0,0,0,0,0,0,0,0,0,0
không_có_trăng_soi,0,0,0,0,0,0,0,0,0,0
không_có_vẻ_hợp_lí,0,0,0,0,0,0,0,0,0,0
không_có_vẻ_thật,0,0,0,0,0,0,0,0,0,0
không_có_vỏ,0,0,0,0,0,0,0,0,0,0
không_cố_ý,0,0,0,0,0,0,0,0,0,0
không_có_yên,0,0,0,0,0,0,0,0,0,0
không_còn_cỏ_dại,0,0,0,0,0,0,0,0,0,0
không_còn_hi_vọng,0,0,0,0,0,0,0,0,0,0
không_còn_nguyên_bản,0,0,0,0,0,0,0,0,0,0
không_cong,0,0,0,0,0,0,0,0,0,0
không_cùng_trứng,0,0,0,0,0,0,0,0,0,0
không_cưỡng_lại_được,0,0,0,0,0,0,0,0,0,0
không_cương_quyết,0,0,0,0,0,0,0,0,0,0
không_đa_dạng,0,0,0,0,0,0,0,0,0,0
không_đặc_biệt,0,0,0,0,0,0,0,0,0,0
không_đặc_trưng_cho_sân_khấu,0,0,0,0,0,0,0,0,0,0
không_đại_chúng,0,0,0,0,0,0,0,0,0,0
không_dài_dòng,0,0,0,0,0,0,0,0,0,0
không_dẫn,0,0,0,0,0,0,0,0,0,0
không_dân_chủ,0,0,0,0,0,0,0,0,0,0
không_đàn_ông,0,0,0,0,0,0,0,0,0,0
không_đáng,0,0,0,0,0,0,0,0,0,0
không_đáng_chú_ý,0,0,0,0,0,0,0,0,0,0
không_đáng_để_ý,0,0,0,0,0,0,0,0,0,0
không_đẳng_hướng,0,0,0,0,0,0,0,0,0,0
không_đáng_kể,0,0,0,0,0,0,0,0,0,0
không_đáng_kính,0,0,0,0,0,0,0,0,0,0
không_đáng_kính_trọng,0,0,0,0,0,0,0,0,0,0
không_đảng_phái,0,0,0,0,0,0,0,0,0,0
không_đáng_tôn_trọng,0,0,0,0,0,0,0,0,0,0
không_đáng_trọng,0,0,0,0,0,0,0,0,0,0
không_dễ_ấn_tượng,0,0,0,0,0,0,0,0,0,0
không_dễ_bảo,0,0,0,0,0,0,0,0,0,0
không_dễ_dãi,0,0,0,0,0,0,0,0,0,0
không_dễ_lĩnh_hội,0,0,0,0,0,0,0,0,0,0
không_dễ_tiếp_thu,0,0,0,0,0,0,0,0,0,0
không_dễ_tính,0,0,0,0,0,0,0,0,0,0
không_đệm,0,0,0,0,0,0,0,0,0,0
không_đếm_được,0,0,0,0,0,0,0,0,0,0
không_đếm_xuể,0,0,0,0,0,0,0,0,0,0
không_đều,0,0,0,0,0,0,0,0,0,0
không_di_chuyển,0,0,0,0,0,0,0,0,0,0
không_địa_chỉ,0,0,0,0,0,0,0,0,0,0
không_điểm_dừng,0,0,0,0,0,0,0,0,0,0
không_diễn_tả_được,0,0,0,0,0,0,0,0,0,0
không_điều_kiện,0,0,0,0,0,0,0,0,0,0
không_dính_dáng,0,0,0,0,0,0,0,0,0,0
không_dính_lúi,0,0,0,0,0,0,0,0,0,0
không_đo_được,0,0,0,0,0,0,0,0,0,0
không_đo_lường_được,0,0,0,0,0,0,0,0,0,0
không_đoán_trước,0,0,0,0,0,0,0,0,0,0
không_độc,0,0,0,0,0,0,0,0,0,0
không_độc_đoán,0,0,0,0,0,0,0,0,0,0
không_độc_hại,0,0,0,0,0,0,0,0,0,0
không_độc_lập,0,0,0,0,0,0,0,0,0,0
không_đòi_hỏi,0,0,0,0,0,0,0,0,0,0
không_đòi_hỏi_cao,0,0,0,0,0,0,0,0,0,0
không_đông,0,0,0,0,0,0,0,0,0,0
không_động_cơ,0,0,0,0,0,0,0,0,0,0
không_đông_đúc,0,0,0,0,0,0,0,0,0,0
không_đồng_tình,0,0,0,0,0,0,0,0,0,0
không_dột,0,0,0,0,0,0,0,0,0,0
không_dự_liệu,0,0,0,0,0,0,0,0,0,0
không_đủ_thẩm_quyền,0,0,0,0,0,0,0,0,0,0
không_dùng,0,0,0,0,0,0,0,0,0,0
không_đúng,0,0,0,0,0,0,0,0,0,0
không_dùng_bạo_lực,0,0,0,0,0,0,0,0,0,0
không_đúng_chuẩn,0,0,0,0,0,0,0,0,0,0
không_đúng_cỡ,0,0,0,0,0,0,0,0,0,0
không_dùng_động_cơ,0,0,0,0,0,0,0,0,0,0
không_đụng_hàng,0,0,0,0,0,0,0,0,0,0
không_dùng_năng_lượng,0,0,0,0,0,0,0,0,0,0
không_đúng_size,0,0,0,0,0,0,0,0,0,0
không_dùng_tiền,0,0,0,0,0,0,0,0,0,0
không_đúng_tiêu_chuẩn,0,0,0,0,0,0,0,0,0,0
không_được_bao_quanh,0,0,0,0,0,0,0,0,0,0
không_được_chiếu_sáng,0,0,0,0,0,0,0,0,0,0
không_được_đánh_dấu,0,0,0,0,0,0,0,0,0,0
không_được_dạy_dỗ,0,0,0,0,0,0,0,0,0,0
không_được_động_đến,0,0,0,0,0,0,0,0,0,0
không_được_giáo_dục,0,0,0,0,0,0,0,0,0,0
không_được_giúp,0,0,0,0,0,0,0,0,0,0
không_được_giúp_đỡ,0,0,0,0,0,0,0,0,0,0
không_được_hộ_tống,0,0,0,0,0,0,0,0,0,0
không_được_khai_thác,0,0,0,0,0,0,0,0,0,0
không_được_nhấn,0,0,0,0,0,0,0,0,0,0
không_được_nhấn_mạnh,0,0,0,0,0,0,0,0,0,0
không_được_tán_thành,0,0,0,0,0,0,0,0,0,0
không_được_thắp_sáng,0,0,0,0,0,0,0,0,0,0
không_được_tháp_tùng,0,0,0,0,0,0,0,0,0,0
không_được_tôi_luyện,0,0,0,0,0,0,0,0,0,0
không_được_trợ_cấp,0,0,0,0,0,0,0,0,0,0
không_được_trợ_giúp,0,0,0,0,0,0,0,0,0,0
không_được_ưa_chuộng,0,0,0,0,0,0,0,0,0,0
không_được_ưa_thích,0,0,0,0,0,0,0,0,0,0
không_được_xác_nhận,0,0,0,0,0,0,0,0,0,0
không_dứt,0,0,0,0,0,0,0,0,0,0
không_đứt_quãng,0,0,0,0,0,0,0,0,0,0
không_gai,0,0,0,0,0,0,0,0,0,0
không_gây_ấn_tượng_sâu_sắc,0,0,0,0,0,0,0,0,0,0
không_gây_chú_ý,0,0,0,0,0,0,0,0,0,0
không_gây_nổ,0,0,0,0,0,0,0,0,0,0
không_gây_xúc_động,0,0,0,0,0,0,0,0,0,0
không_ghi_địa_chỉ,0,0,0,0,0,0,0,0,0,0
không_giảm_bớt,0,0,0,0,0,0,0,0,0,0
không_giãn_ra,0,0,0,0,0,0,0,0,0,0
không_giăng,0,0,0,0,0,0,0,0,0,0
không_giáo_phái,0,0,0,0,0,0,0,0,0,0
không_giặt,0,0,0,0,0,0,0,0,0,0
không_giật_gân,0,0,0,0,0,0,0,0,0,0
không_giấu_giếm,0,0,0,0,0,0,0,0,0,0
không_giàu_tình_thương,0,0,0,0,0,0,0,0,0,0
không_giỏi,0,0,0,0,0,0,0,0,0,0
không_giống,0,0,0,0,0,0,0,0,0,0
không_giống_con_gái,0,0,0,0,0,0,0,0,0,0
không_giống_tổng_thống,0,0,0,0,0,0,0,0,0,0
không_gợi_tình,0,0,0,0,0,0,0,0,0,0
không_gồm,0,0,0,0,0,0,0,0,0,0
không_hài_hoà,0,0,0,0,0,0,0,0,0,0
không_ham,0,0,0,0,0,0,0,0,0,0
không_ham_hở,0,0,0,0,0,0,0,0,0,0
không_hạn_chế,0,0,0,0,0,0,0,0,0,0
không_háo_hức,0,0,0,0,0,0,0,0,0,0
không_hấp_thụ,0,0,0,0,0,0,0,0,0,0
không_hạt,0,0,0,0,0,0,0,0,0,0
không_hay_chỉ_trích,0,0,0,0,0,0,0,0,0,0
không_hết,0,0,0,0,0,0,0,0,0,0
không_hiện_hành,0,0,0,0,0,0,0,0,0,0
không_hiện_hữu,0,0,0,0,0,0,0,0,0,0
không_hiển_nhiên,0,0,0,0,0,0,0,0,0,0
không_hiếu_kì,0,0,0,0,0,0,0,0,0,0
không_hiệu_quả,0,0,0,0,0,0,0,0,0,0
không_hoà_hợp,0,0,0,0,0,0,0,0,0,0
